longitude,latitude,all_spp_cpue_2020_std,bathymetry_2020_std,bottom_temperature_2020_std,surface_net_primary_production_2020_std,fishing_activity_hours_2020_std,ship_density_route_2020_std,bottom_salinity_2020_std,bottom_dissolved_oxygen_2020_inv_std,dumping_site_2020,military_area_2020,wind_farm_2020,bedrock_seabed_2020,hard_bottom_seabed_2020,distance_class,distance_class_interpretation,hotspot
15.67765369,55.64932413,0.035999205,0.774472057,-0.134568498,-0.294362562,-0.275348539,0.543075303,-0.054455464,0.685670737,1,0,0,0,0,14,high risk,1
15.57765369,54.64932413,0.312890999,0.743550615,-0.170221197,-0.327257027,0.556640681,-0.082530858,-0.119950064,0.626284794,0,0,0,0,0,14,high risk,1
15.67765369,54.64932413,0.30506943,0.693546805,-0.22758551,-0.320980741,0.639829979,-0.219951629,-0.153348651,0.467789586,0,0,0,0,0,14,high risk,1
19.37765369,54.54932413,0.490370518,1.075468873,-1.171392127,0.262162736,1.071090913,-0.385463938,-0.458386238,0.922501335,0,1,0,0,0,20,high risk,1
19.47765369,54.64932413,0.490370518,1.440133784,-1.004149473,0.14083608,2.666490826,-0.307263168,-0.362307517,1.450189815,0,0,0,0,0,20,high risk,1
19.37765369,54.74932413,0.490370518,2.122962843,-0.815178376,0.040207528,1.950141849,-0.132640089,-0.271026275,1.95542826,0,0,0,0,0,20,high risk,1
15.37765369,55.24932413,0.218364538,0.725916422,0.166144021,-0.281541813,-0.157694135,-0.374075477,0.000877692,0.254821365,1,1,0,0,0,14,high risk,1
10.67765369,57.64932413,0.171426243,-0.79044152,0.962208528,-0.200558072,1.851158792,1.192976849,2.354887756,-0.474384541,0,0,0,0,0,34,high risk,1
17.97765369,55.34932413,1.213692419,1.02648945,-0.967093803,-0.214883375,-0.471492471,-0.336113938,-0.306292909,0.570714599,0,0,0,0,0,30,high risk,1
15.17765369,55.34932413,-0.051978888,1.385238154,0.033488186,-0.286478653,-0.448153423,-0.316373938,0.155197627,0.61796896,1,0,0,0,0,29,high risk,1
18.87765369,54.84932413,0.611685962,1.825842886,-0.902454973,0.059267359,2.443235379,0.040464528,-0.291341827,1.144000056,0,0,0,0,0,20,high risk,1
19.47765369,54.84932413,0.13491088,1.992007075,-0.818810883,-0.029157575,1.420633134,-0.333836245,-0.269742166,2.196481899,0,0,0,0,0,20,high risk,1
15.27765369,54.74932413,1.023830643,0.812362131,-0.091539452,-0.262513553,1.27663445,-0.226784706,-0.101626632,0.986564434,0,0,0,0,0,20,high risk,1
15.77765369,54.94932413,0.213871509,1.170812444,-0.205002593,-0.280189445,0.861327164,-0.251080091,0.162473906,1.242757392,1,0,0,0,0,29,high risk,1
17.87765369,55.74932413,1.437594896,0.57276927,-1.989590762,-0.248064512,-0.100369589,-0.342947015,-0.681992328,1.001653406,0,0,0,0,0,21,high risk,1
18.47765369,55.04932413,1.667275494,1.171747742,-1.070086782,-0.065367937,0.852119493,-0.327003168,-0.431428051,0.21607852,0,0,0,0,0,30,high risk,1
15.67765369,54.74932413,0.523985525,0.879894502,-0.129568558,-0.325517061,1.016068333,-0.301948553,-0.042179219,0.785818205,0,0,0,0,0,14,high risk,1
19.87765369,56.34932413,0.545699402,1.186366881,-1.424517304,-0.369889705,-0.466057347,-0.329280861,-0.514159783,0.928062856,0,0,0,0,0,21,high risk,1
18.87765369,54.74932413,1.695345373,1.667858553,-0.999438494,0.416031228,2.432205216,-0.004330088,-0.344041505,0.964666041,0,1,0,0,0,20,high risk,1
20.07765369,56.34932413,0.821035941,0.77067223,-1.581834238,-0.329837534,-0.507140474,0.072352221,-0.66650743,0.026201121,0,0,0,0,0,21,high risk,1
19.97765369,56.34932413,0.821035941,0.757259023,-1.548098381,-0.343702575,-0.406974389,-0.272338552,-0.613950986,0.330089755,0,0,0,0,0,21,high risk,1
17.77765369,55.74932413,1.098725597,0.484111221,-1.953647407,-0.244717964,-0.408860696,-0.349020861,-0.702397172,0.923284229,0,0,0,0,0,21,high risk,1
18.57765369,55.04932413,1.591337011,1.439620135,-0.949479952,-0.057712888,0.609201503,-0.331558553,-0.331533302,0.612674204,0,0,0,0,0,30,high risk,1
18.77765369,54.94932413,1.06336777,1.795167684,-0.894679056,0.00135753,0.701822367,-0.118973935,-0.285990637,1.006270431,0,0,0,0,0,30,high risk,1
15.87765369,55.54932413,0.09348016,1.288019675,-0.271229468,-0.26157527,-0.077829821,-0.285245476,0.242808921,1.608211196,1,0,0,0,0,29,high risk,1
15.87765369,54.94932413,0.471738392,1.099886686,-0.176292104,-0.259948294,0.63417109,-0.273857014,0.139884319,1.160180357,1,0,0,0,0,29,high risk,1
18.47765369,55.14932413,0.916252651,1.338174573,-0.912480584,-0.152737862,-0.036554837,-0.23134009,-0.316917508,0.504359303,0,0,0,0,0,14,high risk,1
17.97765369,55.84932413,1.776464151,0.455189139,-1.962576019,-0.282347539,-0.394793316,-0.352057784,-0.719290265,0.172089624,0,0,0,0,0,21,high risk,1
15.87765369,54.74932413,0.722192059,0.484829929,-0.32182714,-0.298539577,-0.089275547,-0.293597014,-0.233055968,0.174683627,0,0,0,0,0,14,high risk,1
17.27765369,55.24932413,1.352190642,1.626495115,-0.470847083,-0.295928786,0.388311805,-0.329280861,-0.121646484,0.610880134,0,0,0,0,0,30,high risk,1
10.97765369,57.64932413,0.469018221,-0.427636622,0.911364578,-0.348601384,2.724742604,1.224864542,2.381463986,-0.464806473,0,0,1,0,0,38,high risk,1
18.67765369,54.94932413,1.222488512,1.613370133,-0.969681557,0.044693599,3.095162117,-0.193378551,-0.340686734,0.658093657,0,0,0,0,0,20,high risk,1
10.87765369,57.64932413,0.498267305,-0.61396599,0.940100857,-0.338135192,2.658178383,0.262919146,2.36202352,-0.486453356,0,0,1,0,0,34,high risk,1
18.67765369,55.04932413,1.51504969,1.672237565,-0.86955028,-0.045410212,0.11214366,-0.347502399,-0.280302641,0.975541702,0,0,0,0,0,30,high risk,1
18.57765369,54.94932413,2.729382547,0.42399377,-0.997959301,0.09807363,2.382777518,-0.037736242,-0.579927065,-0.233741756,0,0,0,0,0,30,high risk,1
18.57765369,55.14932413,2.729382547,1.431641309,-0.875053133,-0.141409877,0.011050433,-0.225266244,-0.294790316,0.749085993,0,0,0,0,0,30,high risk,1
16.87765369,56.34932413,0.170846073,0.442265677,-1.904044481,-0.381280279,-0.511616456,0.807287614,-0.66383143,1.226581937,0,0,0,0,0,21,high risk,1
15.07765369,55.24932413,-0.76368465,0.758170805,0.31952072,-0.258389297,-0.107339301,-0.371797784,-0.074252592,0.027878598,0,0,0,0,0,14,high risk,1
15.77765369,54.84932413,0.674998316,0.967596925,-0.117639666,-0.298976444,0.880701774,-0.287523168,0.043182704,0.963999819,1,0,0,0,0,14,high risk,1
11.07765369,57.54932413,0.212677923,-0.088138197,0.671545655,-0.371784827,3.362154466,0.03211299,2.431507419,-0.421972661,0,0,1,0,0,38,high risk,1
19.47765369,54.74932413,0.703069518,1.944689754,-0.856674833,0.040494537,1.833990235,0.193829145,-0.290256286,1.899834544,0,0,0,0,0,20,high risk,1
19.17765369,56.24932413,0.312346924,2.798468104,-1.013015426,-0.418850878,-0.467591976,-0.353576246,-0.2435699,3.043666162,1,0,0,0,0,12,high risk,1
16.07765369,55.04932413,0.558462554,1.101287267,-0.245414462,-0.257750057,0.65306613,-0.261709322,0.168803892,1.157133708,1,1,0,0,0,29,high risk,1
14.97765369,54.64932413,0.514744984,0.346844442,-0.331908448,-0.24945044,0.72663213,1.123886849,-0.314215606,0.479625693,0,0,0,0,0,14,high risk,1
17.87765369,55.44932413,2.095775345,0.887727848,-1.134388097,-0.236714603,-0.404384707,-0.364205477,-0.350364662,0.676937759,0,0,0,0,0,30,high risk,1
17.87765369,55.34932413,2.095775345,0.934027265,-0.790148887,-0.173939802,-0.465290035,-0.316373938,-0.250060005,0.48367784,0,0,0,0,0,30,high risk,1
17.77765369,55.24932413,2.095775345,0.730499723,-0.731298964,-0.109774081,-0.495023349,-0.330799322,-0.341330623,0.066529468,0,0,0,0,0,30,high risk,1
17.77765369,55.34932413,2.095775345,1.146273509,-0.622703603,-0.149001633,-0.385713466,-0.350539323,-0.191435822,0.565410693,0,0,0,0,0,30,high risk,1
17.67765369,55.34932413,2.095775345,1.136134214,-0.584675103,-0.151123257,-0.098994855,-0.374075477,-0.175309527,0.576531613,0,0,0,0,0,30,high risk,1
17.67765369,55.24932413,1.655072232,0.636951818,-0.715937714,-0.092335622,-0.432839166,-0.106826243,-0.343135179,0.019029562,0,0,0,0,0,30,high risk,1
15.27765369,54.64932413,1.205679248,0.426307745,-0.286314774,-0.248286084,1.151051077,-0.286004706,-0.251920716,0.326953576,0,0,0,0,0,14,high risk,1
19.17765369,56.14932413,0.466434893,2.92020512,-0.950317412,-0.410854529,-0.440927906,-0.301189322,-0.247992505,2.359661213,1,1,0,0,0,12,high risk,1
17.87765369,55.84932413,1.776464151,0.411363477,-1.9863887,-0.255471869,-0.405759473,-0.360409323,-0.702882055,0.595966145,0,0,0,0,0,21,high risk,1
17.97765369,55.74932413,1.776464151,0.590071358,-1.984705667,-0.270799023,-0.147399376,-0.340669322,-0.671449332,0.932143942,0,0,0,0,0,21,high risk,1
19.07765369,56.44932413,0.768528873,2.731674558,-1.109670695,-0.429333024,-0.521591503,-0.351298553,-0.239696326,3.903048921,0,0,1,0,0,12,high risk,1
12.37765369,56.24932413,0.416970743,-0.646808741,0.758074149,-0.1860108,-0.410619114,2.194402246,2.332109593,0.028637396,0,0,0,0,0,35,high risk,1
19.07765369,56.34932413,0.784114536,2.620250811,-1.130142192,-0.405893897,-0.521591503,-0.359650092,-0.256126416,3.716655324,0,0,0,0,0,12,high risk,1
18.57765369,55.94932413,0.373681649,2.192511431,-1.126312262,-0.403269541,-0.521591503,-0.3771124,-0.292280025,3.169567455,1,0,0,0,0,12,high risk,1
19.17765369,56.04932413,0.609234003,2.428327001,-0.990485907,-0.3850862,-0.347795498,-0.371797784,-0.28432786,1.856295722,1,0,0,0,0,12,high risk,1
15.17765369,54.64932413,2.346909078,0.456512442,-0.291528363,-0.227881081,1.798374139,-0.218433167,-0.253032439,0.457633138,0,0,0,0,0,30,high risk,1
17.47765369,55.24932413,1.64907716,1.516503281,-0.53057079,-0.168255936,-0.209615524,0.228753761,-0.182577964,0.381543296,0,0,0,0,0,30,high risk,1
17.77765369,55.84932413,0.759856297,0.543201482,-2.033871791,-0.255107359,-0.503112089,-0.336113938,-0.683630898,1.60884367,0,0,0,0,0,21,high risk,1
16.07765369,54.94932413,1.271004429,0.770696553,-0.193093377,-0.260164355,0.479046362,-0.349020861,-0.031237419,0.602343701,1,0,0,0,0,14,high risk,1
10.87765369,57.54932413,0.801093441,-0.434752276,0.82981314,-0.366897532,3.741462001,-0.150102397,2.387032209,-0.434798896,0,0,1,0,0,38,high risk,1
18.97765369,56.44932413,1.120907634,2.650859073,-1.124280817,-0.427076852,-0.521591503,0.586351458,-0.246514635,3.930100521,0,0,0,0,0,12,high risk,1
19.07765369,56.14932413,0.963367048,2.924536924,-0.966736976,-0.418673002,-0.502600548,-0.205526244,-0.245537736,2.475498266,1,0,0,0,0,12,high risk,1
15.87765369,54.84932413,1.369925571,0.859744744,-0.153796367,-0.27894719,0.470062426,-0.324725476,-0.017101473,0.7376398,1,0,0,0,0,14,high risk,1
17.57765369,55.24932413,2.60060357,1.097904009,-0.631738162,-0.11119458,-0.289032253,0.121702221,-0.273059247,0.146731966,0,0,0,0,0,30,high risk,1
17.37765369,55.24932413,2.60060357,1.600439032,-0.472345346,-0.251065872,-0.000331415,-0.266264706,-0.127745146,0.567814681,0,0,0,0,0,30,high risk,1
18.57765369,56.04932413,0.656628659,2.145971172,-1.217027634,-0.413232664,-0.521591503,-0.173638551,-0.309543084,3.44478791,1,0,0,0,0,12,high risk,1
16.07765369,55.64932413,1.196688411,0.931845942,-0.227486768,-0.271835262,-0.393802202,-0.17287932,0.113185154,1.31908336,1,0,1,0,0,14,high risk,1
18.97765369,56.34932413,1.214219893,2.351759208,-1.187094585,-0.402395929,-0.521591503,-0.314096245,-0.281028233,3.517161668,0,0,0,0,0,12,high risk,1
15.97765369,55.64932413,1.261453029,0.966872049,-0.221855811,-0.286177528,-0.272790825,0.687329151,0.124494998,1.318831101,1,0,1,0,0,14,high risk,1
19.07765369,54.54932413,0.757386661,1.081939663,-1.218891927,0.470556477,2.355122469,0.351749147,-0.48073881,0.621804932,0,0,0,0,0,20,high risk,1
19.07765369,55.94932413,0.993672315,2.270099792,-1.010384385,-0.355512654,-0.478238416,-0.337632399,-0.294064598,1.732980488,1,0,0,0,0,12,high risk,1
19.07765369,56.04932413,1.056278581,2.604920219,-0.951193558,-0.391438426,-0.38040623,-0.377871631,-0.256065834,2.002699986,1,0,0,0,0,12,high risk,1
19.47765369,54.54932413,2.2251082,0.892806363,-1.21679092,0.424475896,0.443366388,-0.331558553,-0.518049672,0.526985147,0,0,0,0,0,30,high risk,1
15.77765369,54.74932413,2.320119915,0.741012023,-0.191940923,-0.313924268,0.284532924,-0.272338552,-0.09883177,0.563735813,0,0,0,0,0,30,high risk,1
18.87765369,56.44932413,1.408117261,2.85480504,-1.209758929,-0.419297176,-0.521591503,-0.122010858,-0.28677504,3.552879079,0,0,0,0,0,12,high risk,1
17.87765369,56.04932413,1.854991884,0.477258209,-1.987200189,-0.319822387,-0.505094311,-0.376353169,-0.705690615,0.752805011,0,0,0,0,0,21,high risk,1
19.37765369,54.64932413,2.313159987,1.606470754,-0.95106164,0.10773719,1.22429746,-0.311818553,-0.333915221,1.596483611,0,0,0,0,0,30,high risk,1
18.67765369,55.94932413,0.969038184,2.335896253,-1.02677162,-0.40474871,-0.503335889,-0.369520092,-0.271354733,2.617488226,1,0,0,0,0,12,high risk,1
12.37765369,56.14932413,1.173808564,-0.814463232,0.94984792,-0.152465092,-0.230396871,4.121329961,2.119086681,-0.132504682,0,0,0,0,0,35,high risk,1
18.97765369,55.94932413,1.25259428,2.547334209,-0.970116301,-0.365068735,-0.509218609,-0.364964707,-0.266428121,1.926207367,1,0,0,0,0,12,high risk,1
18.97765369,56.14932413,1.405679054,2.783181322,-1.049669227,-0.42154851,-0.502888291,-0.315614707,-0.26348933,2.512279292,1,0,0,0,0,12,high risk,1
18.87765369,56.34932413,1.557352146,2.22278885,-1.2355924,-0.39686973,-0.521591503,-0.179712397,-0.302344462,3.306215665,0,0,0,0,0,12,high risk,1
18.97765369,56.04932413,1.430582654,2.577729736,-0.947752784,-0.396407662,-0.43456562,-0.374834707,-0.249171512,2.125415347,1,0,0,0,0,12,high risk,1
18.77765369,55.94932413,1.330385349,2.435240715,-0.954009067,-0.396784666,-0.501161841,-0.373316246,-0.2541668,2.402949995,1,0,0,0,0,12,high risk,1
18.87765369,55.94932413,1.399270267,2.467297818,-0.949752143,-0.385236824,-0.474913401,-0.3573724,-0.255372873,2.105027732,1,0,0,0,0,12,high risk,1
18.87765369,56.24932413,1.688754921,2.024395723,-1.303608799,-0.413194908,-0.521591503,-0.352817015,-0.332332629,2.895758163,1,0,0,0,0,12,high risk,1
18.67765369,56.04932413,1.394302975,2.313492835,-1.132371424,-0.421961095,-0.521591503,-0.342187784,-0.291868599,2.789757543,1,0,0,0,0,12,high risk,1
18.57765369,56.14932413,1.309435033,2.100047038,-1.30042496,-0.415628865,-0.521591503,-0.360409323,-0.330042659,3.548014074,0,0,0,0,0,12,high risk,1
16.17765369,55.74932413,1.866171739,0.714228927,-0.492156343,-0.303541548,-0.403969077,-0.107585474,-0.119882653,0.770262809,0,0,0,0,0,30,high risk,1
18.87765369,56.04932413,1.676596302,2.541731252,-0.973806502,-0.410381683,-0.505126281,-0.3771124,-0.252547151,2.364286435,1,0,0,0,0,12,high risk,1
15.07765369,54.64932413,1.208548174,0.424587115,-0.293030622,-0.242930658,1.846714749,1.189180696,-0.27125292,0.505607646,0,0,0,0,0,20,high risk,1
17.77765369,55.94932413,2.828528045,0.622334432,-2.048522898,-0.297316766,-0.447034425,-0.225266244,-0.678333662,1.678839277,0,0,0,0,0,30,high risk,1
17.77765369,56.04932413,2.060211177,0.645649106,-2.034830817,-0.317302508,-0.487318266,-0.382427015,-0.686706865,1.401954421,0,0,0,0,0,21,high risk,1
17.87765369,55.94932413,1.671081526,0.446675146,-1.966435917,-0.295902574,-0.496589943,0.700236074,-0.714895472,0.493701124,0,0,0,0,0,21,high risk,1
12.77765369,55.84932413,0.967555186,-1.257369337,1.360150849,0.019125377,0.388791342,2.728141483,1.148729676,-0.389496001,0,0,0,0,0,35,high risk,1
19.27765369,54.74932413,3.099638847,2.077519553,-0.805839842,0.044550508,0.469838626,-0.267783168,-0.265219266,1.992584036,0,0,0,0,0,30,high risk,1
10.97765369,57.54932413,1.992258048,-0.259629699,0.755173036,-0.374649618,4.203894924,0.316065301,2.407567829,-0.430313321,0,0,1,0,0,38,high risk,1
18.77765369,56.04932413,1.726147178,2.507915492,-1.030569524,-0.418276064,-0.516476094,-0.360409323,-0.266889505,2.636150588,1,0,0,0,0,12,high risk,1
19.27765369,54.64932413,2.039745959,1.558237341,-0.966008065,0.058779416,0.240892128,-0.360409323,-0.335947307,1.56287187,0,1,0,0,0,30,high risk,1
18.77765369,56.24932413,2.074851142,1.824976806,-1.357308337,-0.408307307,-0.521591503,0.316824531,-0.353732965,2.780022086,1,0,0,0,0,12,high risk,1
18.77765369,56.14932413,2.010715038,2.097385572,-1.284274985,-0.429627443,-0.521591503,-0.343706246,-0.335050088,2.619763527,1,0,0,0,0,12,high risk,1
18.67765369,56.14932413,1.895258295,1.892528138,-1.317869358,-0.424430265,-0.521591503,-0.343706246,-0.345160057,2.812185205,0,0,0,0,0,12,high risk,1
18.77765369,56.34932413,2.157059057,2.420409192,-1.269820756,-0.388304294,-0.521591503,1.013039155,-0.314416702,3.322000484,0,0,0,0,0,12,high risk,1
19.17765369,54.44932413,0.354459684,0.813143187,-1.006214095,1.243717841,2.768990887,-0.369520092,-0.621650921,0.09339497,0,0,0,0,0,20,high risk,1
16.07765369,55.74932413,3.060803232,0.743466642,-0.432274685,-0.303314739,-0.286058922,-0.286763937,-0.07684952,0.893662138,0,0,0,0,0,30,high risk,1
18.67765369,56.24932413,2.46728073,2.289753426,-1.309264638,-0.402305322,-0.521591503,-0.372557015,-0.332278877,3.271625701,0,0,0,0,0,12,high risk,1
12.77765369,55.74932413,-0.620831305,-1.067142137,1.526281974,-0.035468156,0.599929857,0.001743759,1.170163274,-0.393156515,0,0,0,0,0,15,high risk,1
16.67765369,56.14932413,2.071644303,0.155816679,-1.670122955,-0.360294032,-0.521591503,-0.383186246,-0.702314546,0.327076383,1,0,0,0,0,21,high risk,1
12.87765369,55.74932413,1.488923656,-1.025025996,1.544146343,0.105932767,0.930513095,-0.391537785,1.060354468,-0.406072705,0,0,0,0,0,15,high risk,1
19.27765369,54.44932413,3.280889066,0.764375238,-1.088855933,1.237169949,1.187786072,-0.378630861,-0.629930532,0.015375879,0,1,0,0,0,30,high risk,1
14.57765369,54.94932413,-0.526832222,-0.872178355,1.042508589,-0.138359769,-0.410491226,-0.343706246,-0.753607294,-0.846295531,0,0,0,1,0,40,low risk,0
14.67765369,54.94932413,-0.60671882,-0.942380288,1.063812884,-0.118924681,-0.229725477,-0.273097783,-0.760110818,-0.858113209,0,0,0,1,0,40,low risk,0
12.87765369,55.54932413,0.604383499,-1.348426956,1.488262373,0.071328987,-0.519577311,-0.354335476,-0.202826611,-0.774507015,0,0,0,1,0,40,low risk,0
14.27765369,54.74932413,-0.506235612,-0.972458746,0.970960302,0.04037334,-0.408029435,-0.389260092,-0.764547702,-0.856253498,0,1,0,0,1,27,low risk,0
16.67765369,54.94932413,-0.716582715,-0.953998986,0.935750398,-0.179324134,-0.516540037,-0.371797784,-0.831418334,-0.896027329,0,0,0,0,1,27,low risk,0
16.77765369,54.94932413,-0.670373728,-0.90584881,0.854784995,-0.177105105,-0.503591659,-0.3771124,-0.834395396,-0.896927605,0,0,0,0,1,27,low risk,0
14.47765369,54.94932413,-0.608118658,-0.712338705,0.913778338,-0.134449798,-0.503847429,-0.355853938,-0.684034001,-0.778986706,0,0,0,0,1,27,low risk,0
20.77765369,56.44932413,-0.256438993,-0.880447545,0.535768096,-0.103505266,-0.518969856,-0.302707784,-0.8924493,-0.91290547,0,1,0,0,1,27,low risk,0
20.97765369,55.74932413,-0.444617084,-0.649341024,0.261274753,1.056562356,-0.410363337,-0.325484707,-0.900659678,-0.878479302,0,0,0,0,1,27,low risk,0
20.87765369,55.34932413,-0.602108674,-0.5978412,0.218495679,0.189533087,-0.521591503,-0.396093169,-0.886784778,-0.881123315,0,0,0,0,1,27,low risk,0
14.37765369,54.84932413,-0.507072957,-0.899048087,1.077487832,-0.027810719,-0.232730789,-0.36800163,-0.728734794,-0.828432918,0,0,0,0,1,27,low risk,0
20.67765369,55.24932413,-0.627679296,-0.733333131,0.566540906,0.006637844,-0.521591503,-0.389260092,-0.890556096,-0.877417496,0,0,0,0,1,27,low risk,0
17.47765369,55.54932413,-0.458532274,-0.786760678,0.285185025,-0.148735844,-0.0933039,-0.117455474,-0.849238784,-0.883732688,0,0,1,0,1,27,low risk,0
20.97765369,55.84932413,-0.367198677,-1.03424303,0.706659299,1.314825851,-0.501193811,-0.320929322,-0.941130082,-0.901307411,0,0,0,0,1,27,low risk,0
20.87765369,56.44932413,-0.200679928,-1.168483329,0.744964652,0.537376961,-0.519545339,-0.352057784,-0.938493277,-0.944632242,0,1,0,0,1,27,low risk,0
20.87765369,56.34932413,-0.193264941,-1.168320186,0.746513285,0.707884616,-0.521591503,-0.375593938,-0.950103299,-0.938525191,0,1,0,0,1,27,low risk,0
20.97765369,55.94932413,-0.286790136,-1.213844385,0.830799954,1.148111838,-0.499115676,-0.3573724,-0.957394527,-0.92375027,0,0,0,0,1,27,low risk,0
14.47765369,54.74932413,-0.548958288,-0.870075222,0.858425916,-0.026142069,0.16742201,-0.385463938,-0.762585873,-0.83563009,0,0,0,0,1,27,low risk,0
20.97765369,56.04932413,-0.223563567,-1.066482343,0.750226855,1.115003823,-0.521591503,-0.396093169,-0.950715796,-0.911534413,0,0,0,0,1,27,low risk,0
20.87765369,56.14932413,-0.207404374,-0.946178993,0.651654381,0.773164353,-0.494607724,-0.3869824,-0.929688084,-0.889432785,0,0,0,0,1,27,low risk,0
20.87765369,56.04932413,-0.249594619,-0.742374405,0.454769456,0.38300592,-0.519928995,-0.3771124,-0.905096625,-0.85147378,0,0,0,0,1,27,low risk,0
20.77765369,56.24932413,-0.199021121,-0.714017489,0.463151022,0.077640946,-0.511040973,-0.360409323,-0.899715308,-0.8802197,0,1,0,0,1,27,low risk,0
20.77765369,56.14932413,-0.228867851,-0.745989008,0.316141395,0.162525472,-0.521591503,-0.372557015,-0.897205219,-0.858368434,0,0,0,0,1,27,low risk,0
17.37765369,55.54932413,-0.115400694,-0.787768839,0.488217744,-0.145843923,-0.40208277,-0.23134009,-0.850729909,-0.905603456,0,0,1,0,1,27,low risk,0
18.17765369,54.84932413,-0.482268154,-1.16845403,0.391473299,0.47251333,-0.521591503,-0.213877782,-0.845882332,-0.892216949,0,0,0,0,1,27,low risk,0
14.47765369,54.84932413,-0.402700301,-0.944177111,1.139507608,-0.067686851,-0.481723288,-0.374075477,-0.766132494,-0.857804061,0,0,1,0,1,27,low risk,0
14.37765369,54.74932413,-0.402700301,-1.11633044,1.145869837,0.0254084,-0.421617239,-0.393056246,-0.77619807,-0.868199536,0,0,0,0,1,27,low risk,0
18.27765369,54.84932413,-0.564585206,-1.119102128,0.375595817,0.535018944,-0.497740911,-0.120492397,-0.846219934,-0.893039729,0,0,0,0,1,27,low risk,0
16.87765369,54.94932413,-0.281419023,-0.955307324,0.727203202,-0.169962434,-0.501193811,-0.385463938,-0.834986532,-0.895147978,0,0,0,0,1,27,low risk,0
19.87765369,54.74932413,-0.325351818,-0.812833583,0.704244933,1.35820139,-0.477918703,-0.370279323,-0.924016859,-0.873774428,0,0,0,0,1,27,low risk,0
17.97765369,55.14932413,0.705626913,-0.009740847,-1.206403033,-0.127945693,-0.252233277,0.048816067,-0.736556663,-0.619260808,0,0,0,0,1,37,low risk,0
17.87765369,55.14932413,1.259666644,-0.107610113,-1.090366606,-0.077287179,-0.381173547,-0.319410861,-0.730185205,-0.628684881,0,0,0,0,1,37,low risk,0
17.77765369,55.14932413,1.375064477,0.014836043,-0.987223244,-0.041017229,-0.398022411,-0.098474704,-0.695372454,-0.557776751,0,0,0,0,1,37,low risk,0
17.67765369,55.14932413,1.145048233,0.013544177,-1.023744279,-0.034770676,-0.496941628,-0.326243938,-0.719323073,-0.631538695,0,0,0,0,1,37,low risk,0
16.07765369,54.74932413,0.70503887,-0.049878027,-0.590176745,-0.278765761,-0.380949736,1.07681454,-0.569666806,-0.481102134,0,0,0,0,1,37,low risk,0
15.67765369,55.74932413,0.922304996,0.486394951,-0.653031863,-0.326749212,-0.469989823,0.967485308,-0.391134004,-0.046711914,0,0,0,0,1,37,low risk,0
15.77765369,55.84932413,2.456373665,0.158572526,-0.915622286,-0.344193948,-0.481883145,-0.295874707,-0.665015041,-0.464540858,0,0,0,0,1,37,low risk,0
15.87765369,55.94932413,3.314112993,-0.269516727,-0.680638089,-0.297974991,-0.493009159,-0.204767013,-0.752031545,-0.655019451,0,1,0,0,1,4,low risk,0
16.67765369,56.34932413,0.656224321,-0.115095898,-1.173604831,-0.330424443,0.009451867,-0.390778554,-0.78986154,-0.425933846,0,0,0,0,1,37,low risk,0
15.97765369,56.04932413,4.171852771,-0.432044373,-0.500116424,-0.28052211,-0.510273661,-0.232858552,-0.780340771,-0.720101133,0,1,0,0,1,4,low risk,0
16.37765369,55.94932413,3.881968894,0.122334215,-1.496507963,-0.354079845,0.461238314,-0.304985476,-0.700822637,-0.052853144,0,0,0,0,1,4,low risk,0
16.47765369,56.14932413,3.729611856,-0.627945241,-0.680367048,-0.310369682,-0.416597745,-0.395333938,-0.819143896,-0.684746141,0,1,0,0,1,4,low risk,0
16.17765369,56.14932413,4.625798703,-0.333578153,-0.641077847,-0.332742316,-0.521591503,-0.360409323,-0.793011204,-0.697947194,0,1,0,0,1,4,low risk,0
16.07765369,56.24932413,4.769701532,-1.08797072,0.250459569,-0.13658067,-0.520568421,-0.396093169,-0.830033537,-0.908866911,0,1,0,0,1,4,low risk,0
16.17765369,56.34932413,4.969394383,-0.797844069,-0.010992325,-0.143263967,-0.511840255,-0.380908554,-0.836632171,-0.864440781,0,0,0,0,1,4,low risk,0
14.37765369,54.44932413,-0.778057519,-1.119582692,1.127730613,0.254889375,-0.521591503,-0.358890861,-0.7782757,-0.866438187,0,0,0,0,0,40,low risk,0
14.37765369,54.34932413,-0.771297176,-1.228676146,1.289057828,0.520233197,-0.521591503,-0.388500861,-0.791731155,-0.884700834,0,0,0,0,0,40,low risk,0
16.57765369,54.94932413,-0.735723099,-1.017579428,0.937932287,-0.172564009,-0.513246993,-0.380149323,-0.826494758,-0.891389089,0,0,0,0,0,40,low risk,0
14.57765369,54.34932413,-0.778472274,-1.126405669,1.027796577,0.35900089,-0.201910453,-0.392297015,-0.783746866,-0.880319464,0,0,0,0,0,40,low risk,0
14.47765369,54.24932413,-0.76585108,-1.213952578,1.1569379,0.705652206,-0.393290662,-0.393815477,-0.79058813,-0.874534009,0,0,0,0,0,40,low risk,0
14.57765369,54.44932413,-0.764031715,-1.066067072,0.868139077,0.227413783,-0.460973916,-0.372557015,-0.779019656,-0.862463028,0,0,0,0,0,40,low risk,0
14.47765369,54.34932413,-0.738351392,-1.217815083,1.20807729,0.426311644,-0.49601446,-0.392297015,-0.788686731,-0.884481604,0,0,0,0,0,40,low risk,0
