"method1","method2","year","accuracy","kappa"
"mkm_all","vae_all",2020,81.3551401869159,0.352184270822269
"mkm_five","vae_five",2020,92.803738317757,0.723462243315634
"mkm_gadus","vae_gadus",2020,89.2990654205608,0.481288448755457
"mkm_ensamble","vae_ensamble",2020,82.2429906542056,0.589157226679924
