"longitude","latitude","five_spp_cpue_2020_std","bathymetry_2020_std","bottom_temperature_2020_std","surface_net_primary_production_2020_std","fishing_activity_hours_2020_std","ship_density_route_2020_std","bottom_salinity_2020_std","bottom_dissolved_oxygen_2020_inv_std","dumping_site_2020","military_area_2020","wind_farm_2020","bedrock_seabed_2020","hard_bottom_seabed_2020","distance_class","distance_class_interpretation"
20.67765369,56.34932413,-0.337812912,-0.594355429,0.159237591,-0.148891061,-0.518170573,-0.279171629,-0.884439019,-0.884377963,0,1,0,0,1,24,"medium attention"
13.17765369,54.94932413,0.188731926,0.015933013,0.923799651,-0.195467792,-0.422032869,-0.282967783,-0.050351578,-0.416516606,0,0,0,0,1,8,"medium attention"
20.57765369,55.94932413,-0.284282374,-0.472450573,-0.403804966,-0.033626805,-0.113509795,-0.311818553,-0.880169677,-0.858408744,0,0,1,0,1,37,"low attention"
11.87765369,56.74932413,-0.505831738,-0.173196011,0.563169088,-0.448465119,4.400486464,4.95040997,2.429705898,-0.171369386,0,0,0,0,1,50,"medium attention"
14.47765369,54.84932413,0.225497932,-0.944177111,1.139507608,-0.067686851,-0.481723288,-0.374075477,-0.766132494,-0.857804061,0,0,1,0,1,20,"medium attention"
11.27765369,54.24932413,0.144687706,-0.808229044,1.052236279,-0.015625566,0.10507797,-0.304226245,0.553174048,-0.295411015,0,1,0,0,1,46,"medium attention"
11.17765369,54.34932413,0.563401759,-1.065804675,1.50114787,0.001009157,0.595549789,-0.204767013,0.269261838,-0.567951391,0,1,0,0,1,46,"medium attention"
10.87765369,55.84932413,-0.061886937,-0.601196105,0.78694604,-0.289685846,-0.506852732,5.094663818,1.851280024,-0.308235685,0,0,0,0,1,43,"medium attention"
11.07765369,56.34932413,-0.240375176,-0.828452681,1.058938142,-0.359533074,-0.113733594,0.553704534,2.020748596,-0.300569061,0,0,0,0,1,55,"medium attention"
20.47765369,55.94932413,-0.2096474,-0.332872622,-0.609458616,-0.08940766,0.096221983,-0.343706246,-0.87339958,-0.85603332,0,0,1,0,1,37,"low attention"
10.97765369,54.54932413,0.553295624,-1.169081651,1.193321689,-0.15863791,-0.070476389,1.891469165,0.566762227,-0.634748124,0,1,0,0,1,32,"high attention"
11.37765369,57.24932413,-0.520423789,1.097528586,0.275308102,-0.388344285,3.768573666,-0.335354707,2.509191755,-0.303620173,0,0,0,0,1,44,"medium attention"
11.27765369,57.04932413,-0.363596108,-1.186431796,1.365515972,-0.306264809,-0.521591503,-0.396093169,1.354831327,-0.64547447,0,0,1,0,1,36,"low attention"
15.37765369,54.44932413,-0.195622465,-0.092527093,-0.406829219,-0.130747405,1.29105354,-0.361927784,-0.614333108,-0.521623398,0,0,0,0,1,23,"low attention"
15.27765369,54.44932413,0.031978847,-0.28041917,-0.357957263,-0.105816188,1.012167834,-0.307263168,-0.68931907,-0.664328148,0,0,1,0,1,23,"low attention"
15.17765369,54.44932413,0.031978847,-0.387113049,-0.253925949,-0.080652865,1.407428986,-0.306503937,-0.734297034,-0.752438571,0,0,1,0,1,23,"low attention"
10.87765369,54.64932413,-0.024560558,-0.535905722,0.919535159,-0.128238153,-0.16396051,1.498187622,1.088856039,-0.402192379,0,0,0,0,1,32,"high attention"
10.87765369,54.74932413,0.031267215,-0.88501574,1.029205966,-0.08262166,-0.439105545,2.376617633,0.801174092,-0.543510762,0,0,0,0,1,32,"high attention"
20.47765369,56.04932413,-0.22919317,-0.5364861,-0.308012584,-0.130419518,-0.470149677,-0.241969321,-0.880606132,-0.871117935,0,0,1,0,1,37,"low attention"
16.67765369,55.24932413,-0.340000201,0.924586631,-0.584705676,-0.312754461,-0.464746523,-0.343706246,-0.213937509,0.31825752,0,1,0,0,1,39,"medium attention"
11.17765369,54.64932413,0.38020385,-0.637612279,1.035410789,-0.032202539,-0.020409393,-0.374075477,0.748529684,-0.477407248,0,0,0,0,1,46,"medium attention"
11.27765369,57.24932413,-0.335505907,-0.651875971,1.081287371,-0.325238136,0.328397519,-0.390019323,2.115429128,-0.476991374,0,0,0,0,1,55,"medium attention"
14.57765369,55.24932413,0.305874426,-0.042902841,0.797953562,-0.248532643,2.157124031,-0.385463938,-0.108453795,-0.287207765,0,0,1,0,1,23,"low attention"
11.37765369,57.44932413,-0.30377902,-0.212500055,0.581873884,-0.376425105,5.148742513,4.146384576,2.460210339,-0.408822122,0,0,0,0,1,50,"medium attention"
16.17765369,54.54932413,1.183350134,-0.360536239,-0.189644794,-0.102190807,-0.417269139,-0.371038554,-0.728066458,-0.732507701,0,0,0,0,1,25,"medium attention"
15.07765369,54.14932413,-0.047476217,-0.953803915,0.894607499,1.960261943,-0.520600392,-0.378630861,-0.791046593,-0.802108394,0,0,0,0,1,26,"low attention"
14.47765369,55.24932413,0.370254319,0.016239148,0.691449037,-0.257750333,0.418332794,6.38459691,-0.048096641,-0.176337368,0,0,0,0,1,43,"medium attention"
11.27765369,57.34932413,-0.15058804,-0.22799032,0.931412652,-0.336023152,3.320879514,-0.323207015,2.273237012,-0.430422182,0,0,0,0,1,44,"medium attention"
14.67765369,55.34932413,1.610188588,0.127675933,0.593190769,-0.26636709,2.161376246,2.340174555,-0.236817863,-0.373672556,0,0,0,0,1,30,"medium attention"
14.07765369,55.24932413,0.700366895,-0.276592217,0.31930017,-0.199481537,0.079341135,-0.24045086,-0.56757845,-0.660505019,0,0,0,0,1,20,"medium attention"
19.87765369,54.74932413,-0.482131532,-0.812833583,0.704244933,1.35820139,-0.477918703,-0.370279323,-0.924016859,-0.873774428,0,0,0,0,1,26,"low attention"
17.97765369,55.04932413,1.406359992,-0.189499016,-0.739965738,0.034009081,-0.387599773,-0.060513165,-0.784385176,-0.7177376,0,0,0,0,1,25,"medium attention"
18.57765369,54.84932413,0.369798281,-0.552600972,-0.366588257,0.388656408,0.222668421,-0.040013934,-0.807249633,-0.786806207,0,1,0,0,1,24,"medium attention"
17.77765369,55.64932413,1.29215057,0.235797801,-1.689509319,-0.233829418,-0.351408258,-0.3672424,-0.734216823,0.249908775,0,0,1,0,1,25,"medium attention"
17.87765369,54.94932413,1.278359996,-0.727870256,0.012015527,0.15574823,-0.360711907,-0.115177781,-0.835561339,-0.852673006,0,0,0,0,1,25,"medium attention"
17.97765369,55.14932413,2.543718263,-0.009740847,-1.206403033,-0.127945693,-0.252233277,0.048816067,-0.736556663,-0.619260808,0,0,0,0,1,25,"medium attention"
18.37765369,54.94932413,0.922541,-0.606769588,-0.413073939,0.182230912,0.122854078,-0.023310857,-0.809553478,-0.792636589,0,0,0,0,1,25,"medium attention"
17.77765369,54.94932413,1.24492986,-0.713545617,0.051347167,0.09377159,-0.329955517,-0.058994704,-0.832947565,-0.846172286,0,0,0,0,1,25,"medium attention"
17.87765369,55.04932413,2.382080798,-0.279675298,-0.64161218,0.044809193,-0.26016217,-0.330799322,-0.797930973,-0.751992771,0,0,0,0,1,25,"medium attention"
16.77765369,56.44932413,-0.577638918,0.666344196,-1.825623788,-0.379054666,0.186285111,-0.35813163,-0.715509651,0.430957241,0,1,0,0,1,39,"medium attention"
14.67765369,55.94932413,0.470190712,-0.890071825,0.26082554,-0.147588636,-0.45959915,-0.395333938,-0.761763629,-0.828377754,0,1,0,0,1,14,"medium attention"
17.87765369,55.14932413,3.786334179,-0.107610113,-1.090366606,-0.077287179,-0.381173547,-0.319410861,-0.730185205,-0.628684881,0,0,0,0,1,42,"medium attention"
16.67765369,56.44932413,-0.577258597,-0.711217062,-0.723541271,-0.211176358,-0.074249035,-0.394574708,-0.829785847,-0.717943402,0,1,0,0,1,24,"medium attention"
15.77765369,55.64932413,-0.453218052,0.775666212,-0.24862052,-0.307842516,-0.173583873,-0.137195474,-0.044185124,0.735825989,1,0,1,0,1,17,"high attention"
18.57765369,54.54932413,2.53425751,-1.25868814,0.81308391,1.921577451,-0.489108659,-0.385463938,-0.878625294,-0.849304027,0,0,0,0,1,2,"medium attention"
17.77765369,55.14932413,4.04051305,0.014836043,-0.987223244,-0.041017229,-0.398022411,-0.098474704,-0.695372454,-0.557776751,0,0,0,0,1,42,"medium attention"
17.67765369,55.14932413,3.541093105,0.013544177,-1.023744279,-0.034770676,-0.496941628,-0.326243938,-0.719323073,-0.631538695,0,0,0,0,1,42,"medium attention"
14.57765369,55.94932413,0.657242307,-1.00612489,0.479142744,-0.094419123,-0.458671979,0.053371451,-0.768683777,-0.862722218,0,1,0,0,1,14,"medium attention"
16.07765369,54.74932413,2.124155093,-0.049878027,-0.590176745,-0.278765761,-0.380949736,1.07681454,-0.569666806,-0.481102134,0,0,0,0,1,25,"medium attention"
14.47765369,55.94932413,0.706307369,-1.167480846,0.687166383,-0.018492317,-0.521591503,-0.396093169,-0.768707529,-0.877192889,0,1,0,0,1,14,"medium attention"
15.67765369,55.74932413,-0.452963342,0.486394951,-0.653031863,-0.326749212,-0.469989823,0.967485308,-0.391134004,-0.046711914,0,0,0,0,1,37,"low attention"
15.57765369,56.04932413,-0.46560847,-0.635665841,-0.08847948,-0.172829338,-0.474114118,-0.388500861,-0.783660634,-0.815063232,0,1,0,0,1,24,"medium attention"
15.87765369,56.04932413,-0.441281971,-0.940499073,-0.010305853,-0.132531711,-0.521591503,-0.395333938,-0.801880926,-0.826805101,0,1,0,0,1,24,"medium attention"
15.77765369,55.94932413,-0.422632463,-0.59868867,-0.40828474,-0.292665036,-0.493105073,0.877896076,-0.783796925,-0.794200354,1,0,0,0,1,37,"low attention"
15.87765369,55.94932413,-0.448808942,-0.269516727,-0.680638089,-0.297974991,-0.493009159,-0.204767013,-0.752031545,-0.655019451,0,1,0,0,1,24,"medium attention"
16.67765369,56.34932413,-0.570668867,-0.115095898,-1.173604831,-0.330424443,0.009451867,-0.390778554,-0.78986154,-0.425933846,0,0,0,0,1,37,"low attention"
15.47765369,56.04932413,-0.271562219,-0.544672964,-0.152038868,-0.192020501,-0.191264003,-0.393815477,-0.769182761,-0.776561748,0,1,0,0,1,24,"medium attention"
15.97765369,56.04932413,-0.510283059,-0.432044373,-0.500116424,-0.28052211,-0.510273661,-0.232858552,-0.780340771,-0.720101133,0,1,0,0,1,24,"medium attention"
12.67765369,55.64932413,6.378496552,-1.214708215,1.695488569,0.19398673,-0.505957536,7.55533077,0.27278988,-0.684239499,0,0,0,0,1,19,"high attention"
16.37765369,55.94932413,-0.553890792,0.122334215,-1.496507963,-0.354079845,0.461238314,-0.304985476,-0.700822637,-0.052853144,0,0,0,0,1,37,"low attention"
16.47765369,56.14932413,-0.514179029,-0.627945241,-0.680367048,-0.310369682,-0.416597745,-0.395333938,-0.819143896,-0.684746141,0,1,0,0,1,24,"medium attention"
16.17765369,56.14932413,-0.474732496,-0.333578153,-0.641077847,-0.332742316,-0.521591503,-0.360409323,-0.793011204,-0.697947194,0,1,0,0,1,24,"medium attention"
16.07765369,56.24932413,-0.491944869,-1.08797072,0.250459569,-0.13658067,-0.520568421,-0.396093169,-0.830033537,-0.908866911,0,1,0,0,1,14,"medium attention"
10.77765369,56.84932413,-0.546695717,-1.070016513,1.148547555,-0.222345482,-0.521591503,0.125498375,1.606067886,-0.584792142,0,0,1,0,0,36,"low attention"
14.77765369,54.84932413,-0.46814795,-0.124333856,0.099440811,-0.167345549,1.501360673,-0.276134706,-0.62106014,-0.497522893,0,0,1,0,0,23,"low attention"
12.77765369,55.24932413,-0.428374157,-0.733096564,1.199788654,-0.145892886,-0.488501204,2.755473791,-0.593546863,-0.773728756,1,0,0,0,0,57,"medium attention"
20.67765369,54.94932413,-0.381482105,-1.415385083,1.15719762,9.979266484,-0.521591503,-0.396093169,-1.788983145,-1.02474313,0,0,0,0,0,7,"low attention"
17.47765369,55.04932413,-0.462270174,-0.256304864,-0.74342534,-0.106688605,-0.521591503,-0.355094707,-0.801826225,-0.803959374,0,0,1,0,0,49,"low attention"
14.67765369,54.84932413,-0.229637911,-0.696507222,0.687297151,-0.12933649,0.436236755,-0.34826163,-0.731434078,-0.76556697,0,0,1,0,0,51,"medium attention"
20.27765369,55.84932413,-0.189573617,0.217520531,-1.470322568,-0.308473764,0.052357324,-0.370279323,-0.806983199,-0.593561856,0,0,1,0,0,49,"low attention"
20.27765369,55.94932413,-0.204442534,-0.170444755,-1.069494996,-0.237400233,-0.231579819,-0.3573724,-0.854015155,-0.814722706,0,0,1,0,0,49,"low attention"
14.57765369,54.74932413,-0.181729191,-0.277924878,0.18506186,-0.08945895,0.915678379,-0.371797784,-0.682423775,-0.629563297,0,0,1,0,0,23,"low attention"
11.17765369,56.84932413,-0.254871749,-1.007356685,1.246076307,-0.423183233,-0.518650143,-0.350539323,1.566269245,-0.576923093,0,0,1,0,0,36,"low attention"
10.97765369,56.84932413,-0.254871749,-1.066034057,1.257483398,-0.327461941,-0.514206132,-0.349780092,1.602660249,-0.559053175,0,0,1,0,0,36,"low attention"
11.07765369,56.84932413,-0.254871749,-1.010215571,1.278302761,-0.381787788,-0.51759509,-0.327003168,1.621282923,-0.549730619,0,0,1,0,0,36,"low attention"
12.57765369,54.84932413,-0.351590704,-0.943417748,1.130760073,-0.064642775,-0.507907784,1.087443771,-0.204131967,-0.711481128,0,0,1,0,0,51,"medium attention"
20.37765369,55.84932413,-0.073193327,0.10170943,-1.354872176,-0.235412177,-0.123229071,-0.362687015,-0.830167652,-0.687858019,0,0,1,0,0,49,"low attention"
11.17765369,56.34932413,-0.289860911,-0.791664939,0.986811085,-0.38028599,-0.484344935,-0.257913168,2.056239599,-0.297112897,0,0,1,0,0,36,"low attention"
20.47765369,55.84932413,-0.178737856,-0.025803324,-1.206553416,-0.094657475,-0.02085696,-0.366483169,-0.848988021,-0.779464016,0,0,1,0,0,49,"low attention"
16.87765369,55.14932413,-0.428220472,-0.035423364,-0.558644754,-0.322627896,-0.516316238,-0.308022399,-0.548377478,-0.497059908,0,0,1,0,0,49,"low attention"
17.57765369,55.54932413,-0.282820677,-0.01023175,-0.712404857,-0.177103084,0.146352954,-0.115177781,-0.820560539,-0.681532195,0,0,1,0,0,49,"low attention"
11.27765369,56.94932413,-0.315609718,-1.090358505,1.262441686,-0.391108517,-0.521591503,-0.377871631,1.30747209,-0.64780291,0,0,1,0,0,36,"low attention"
10.87765369,54.54932413,-0.041035349,-0.944406949,1.154226885,-0.211747008,-0.091449628,5.55475767,0.728871553,-0.557446427,0,1,0,0,0,43,"medium attention"
11.57765369,56.34932413,-0.280241514,-0.711595955,0.989258142,-0.411311545,0.864108732,-0.01647778,2.156675284,-0.210424711,0,0,1,0,0,28,"medium attention"
20.67765369,56.14932413,-0.29820185,-0.334435366,-0.340190667,-0.036276148,-0.521591503,-0.281449322,-0.882258753,-0.839685197,0,0,1,0,0,49,"low attention"
11.67765369,56.44932413,-0.360248911,-0.549221394,0.892187079,-0.438823178,1.278360837,-0.239691629,2.328932016,-0.010136118,0,0,1,0,0,28,"medium attention"
11.47765369,56.94932413,-0.463354182,-1.091925945,1.433555921,-0.417806433,-0.219238893,-0.372557015,1.720207476,-0.554533997,0,0,1,0,0,36,"low attention"
11.37765369,56.44932413,-0.15723052,-0.871812569,1.102548682,-0.413244851,-0.490355538,-0.235895475,2.106700781,-0.297576245,0,0,1,0,0,36,"low attention"
12.97765369,54.94932413,-0.050088788,-0.216643096,0.980448856,-0.198315037,0.206938572,-0.347502399,-0.303765291,-0.630744256,0,0,1,0,0,51,"medium attention"
11.87765369,56.54932413,-0.434365226,-0.473539833,0.800489009,-0.454136644,3.222663672,-0.305744707,2.323835294,-0.146832447,0,0,1,0,0,44,"medium attention"
16.97765369,55.14932413,0.050401245,0.129410757,-0.614850921,-0.316954962,-0.507300331,-0.327003168,-0.561293716,-0.503180583,0,0,1,0,0,49,"low attention"
12.57765369,54.64932413,-0.312793207,-0.897627634,1.148758237,0.11539769,-0.461485457,2.889098408,-0.075501541,-0.64397482,0,0,1,0,0,57,"medium attention"
15.47765369,55.14932413,0.850070268,0.852646683,0.115461472,-0.278873608,0.280280741,-0.360409323,0.045484057,0.579087973,1,1,0,0,0,10,"medium attention"
12.67765369,56.64932413,-0.379357273,-1.064804365,1.320951914,-0.105122137,-0.521591503,-0.393815477,1.321715413,-0.444089413,1,1,0,0,0,16,"medium attention"
16.77765369,55.14932413,-0.365839315,0.230214189,-0.577942486,-0.325269675,-0.484153107,-0.052920858,-0.483577053,-0.38098024,0,0,1,0,0,49,"low attention"
15.27765369,54.34932413,0.031978847,-0.649127904,-0.004616535,0.141782508,1.468462267,-0.203248552,-0.752293046,-0.791512644,1,0,0,0,0,23,"low attention"
15.17765369,54.34932413,0.031978847,-0.732321535,0.076795538,0.14100085,2.200093462,-0.350539323,-0.763300411,-0.815517621,1,0,0,0,0,23,"low attention"
15.07765369,54.34932413,0.031978847,-0.872401744,0.194715327,0.174439784,2.299971972,-0.315614707,-0.772529994,-0.832142156,1,0,0,0,0,23,"low attention"
17.17765369,55.54932413,-0.15769232,-0.48647153,0.117869602,-0.21286381,-0.509314523,-0.349020861,-0.843862299,-0.890081088,0,0,1,0,0,51,"medium attention"
16.87765369,55.44932413,0.054249072,0.01894232,-0.900756683,-0.263309571,-0.125978603,-0.268542399,-0.791895017,-0.655774832,0,1,1,0,0,49,"low attention"
12.67765369,54.64932413,0.868630408,-0.873042543,1.125065003,0.170777994,-0.508707067,-0.361927784,-0.144438179,-0.677188995,0,0,1,0,0,51,"medium attention"
20.37765369,56.04932413,-0.214103413,-0.400914507,-0.476094151,-0.159859435,-0.437986546,-0.351298553,-0.876382309,-0.879159843,0,0,1,0,0,49,"low attention"
14.67765369,55.64932413,0.708027445,0.466479026,0.06012364,-0.273605145,1.326253784,-0.349020861,-0.239703156,0.102483912,0,1,0,0,0,22,"medium attention"
11.37765369,57.34932413,-0.335505907,0.543105208,0.456337522,-0.385745466,7.639307634,-0.283727014,2.482176021,-0.346649644,0,0,0,0,0,38,"medium attention"
16.77765369,55.44932413,-0.277619023,0.018043611,-0.913439852,-0.284155697,-0.207889071,-0.268542399,-0.791394578,-0.668791556,0,1,1,0,0,49,"low attention"
17.37765369,55.84932413,-0.103663814,-0.335271517,-0.633061462,-0.282053364,-0.521591503,0.807287614,-0.823464259,-0.756405948,1,0,0,0,0,34,"medium attention"
20.37765369,56.14932413,-0.233771326,-0.493489859,-0.58936556,-0.206257983,-0.521591503,-0.351298553,-0.874287314,-0.896188123,0,0,1,0,0,49,"low attention"
17.67765369,55.64932413,-0.462700669,0.204880214,-1.277742999,-0.217836691,-0.359624883,-0.366483169,-0.783584395,-0.294949429,0,0,1,0,0,49,"low attention"
15.07765369,54.24932413,-0.000326,-1.007396043,0.51122384,0.719481053,-0.360584019,-0.173638551,-0.775986387,-0.828611963,1,0,0,0,0,3,"medium attention"
17.47765369,55.74932413,-0.520011052,-0.474409173,-0.316787908,-0.246203716,-0.521591503,-0.340669322,-0.833832238,-0.80301034,1,1,0,0,0,47,"medium attention"
16.37765369,55.24932413,0.965433175,0.485545623,-0.335455774,-0.277405524,-0.495790662,-0.347502399,-0.077215414,0.495404384,1,1,0,0,0,39,"medium attention"
15.37765369,55.14932413,1.426888246,0.905465535,0.193490708,-0.267433949,-0.096692922,-0.376353169,-0.032513307,0.455795581,1,1,0,0,0,10,"medium attention"
17.47765369,55.84932413,-0.3336242,-0.173325159,-1.066077591,-0.278565685,-0.521591503,0.284177608,-0.803234432,-0.540183822,1,0,0,0,0,34,"medium attention"
