List of 145 spp:

  [1] "Merlangius_merlangus"                  
  [2] "Trachurus_trachurus"                   
  [3] "Sprattus_sprattus"                     
  [4] "Pleuronectes_platessa"                 
  [5] "Limanda_limanda"                       
  [6] "Platichthys_flesus"                    
  [7] "Engraulis_encrasicolus"                
  [8] "Clupea_harengus"                       
  [9] "Gadus_morhua"                          
 [10] "Myoxocephalus_scorpius"                
 [11] "Scophthalmus_rhombus"                  
 [12] "Gobius_niger"                          
 [13] "Scophthalmus_maximus"                  
 [14] "Hyperoplus_lanceolatus"                
 [15] "Melanogrammus_aeglefinus"              
 [16] "Gasterosteus_aculeatus"                
 [17] "Trisopterus_minutus"                   
 [18] "Mullus_surmuletus"                     
 [19] "Callionymus_lyra"                      
 [20] "Zoarces_viviparus"                     
 [21] "Lumpenus_lampretaeformis"              
 [22] "Eutrigla_gurnardus"                    
 [23] "Ammodytes_tobianus"                    
 [24] "Agonus_cataphractus"                   
 [25] "Solea_solea"                           
 [26] "Microstomus_kitt"                      
 [27] "Scomber_scombrus"                      
 [28] "Symphodus_melops"                      
 [29] "Alosa_fallax"                          
 [30] "Glyptocephalus_cynoglossus"            
 [31] "Ammodytes_marinus"                     
 [32] "Cyclopterus_lumpus"                    
 [33] "Arnoglossus_laterna"                   
 [34] "Pholis_gunnellus"                      
 [35] "Syngnathus_acus"                       
 [36] "Psetta_maxima"                         
 [37] "Ctenolabrus_rupestris"                 
 [38] "Spinachia_spinachia"                   
 [39] "Trachinus_draco"                       
 [40] "Mullus_barbatus"                       
 [41] "Callionymus_maculatus"                 
 [42] "Hippoglossoides_platessoides"          
 [43] "Chelidonichthys_lucerna"               
 [44] "Merluccius_merluccius"                 
 [45] "Lepidorhombus_whiffiagonis"            
 [46] "Squalus_acanthias"                     
 [47] "Buglossidium_luteum"                   
 [48] "Nephrops_norvegicus"                   
 [49] "Anguilla_anguilla"                     
 [50] "Pomatoschistus_minutus"                
 [51] "Trisopterus_esmarkii"                  
 [52] "Entelurus_aequoreus"                   
 [53] "Lampetra_fluviatilis"                  
 [54] "Neogobius_melanostomus"                
 [55] "Pollachius_virens"                     
 [56] "Chelidonichthys_lucernus"              
 [57] "Maurolicus_muelleri"                   
 [58] "Enchelyopus_cimbrius"                  
 [59] "Phrynorhombus_norvegicus"              
 [60] "Zeugopterus_punctatus"                 
 [61] "Argyropelecus_olfersii"                
 [62] "Corvomeyenia_carolinensis"             
 [63] "Brama_brama"                           
 [64] "Cancer_pagurus"                        
 [65] "Molva_molva"                           
 [66] "Zeus_faber"                            
 [67] "Dicentrarchus_labrax"                  
 [68] "Pungitius_pungitius"                   
 [69] "Salmo_trutta"                          
 [70] "Liparis_liparis"                       
 [71] "Pomatoschistus_microps_microps"        
 [72] "Argentina_sphyraena"                   
 [73] "Labrus_bergylta"                       
 [74] "Gymnammodytes_semisquamatus"           
 [75] "Abramis_brama"                         
 [76] "Amblyraja_radiata"                     
 [77] "Myxine_glutinosa"                      
 [78] "Taurulus_bubalis"                      
 [79] "Hippoglossus_hippoglossus"             
 [80] "Trisopterus_luscus"                    
 [81] "Scyliorhinus_canicula"                 
 [82] "Ciliata_mustela"                       
 [83] "Lophius_piscatorius"                   
 [84] "Anarhichas_lupus"                      
 [85] "Symphodus_(Crenilabrus)_melops"        
 [86] "Syngnathus_typhle"                     
 [87] "Homarus_gammarus"                      
 [88] "Chelon_labrosus"                       
 [89] "Phycis_blennoides"                     
 [90] "Petromyzon_marinus"                    
 [91] "Pollachius_pollachius"                 
 [92] "Belone_belone"                         
 [93] "Gaidropsarus_macrophthalmus"           
 [94] "Aphia_minuta"                          
 [95] "Sardina_pilchardus"                    
 [96] "Leptoclinus_maculatus"                 
 [97] "Lota_lota"                             
 [98] "Salmo_salar"                           
 [99] "Osmerus_eperlanus"                     
[100] "Lycodes_vahlii"                        
[101] "Syngnathus_rostellatus"                
[102] "Carcinus_maenas"                       
[103] "Chelidonichthys_cuculus"               
[104] "Argentina_silus"                       
[105] "Raja_clavata"                          
[106] "Pandalus_borealis"                     
[107] "Lycodes_gracilis"                      
[108] "Lithodes_maja"                         
[109] "Raniceps_raninus"                      
[110] "Sebastes_viviparus"                    
[111] "Pecten_maximus"                        
[112] "Gaidropsarus_vulgaris"                 
[113] "Micromesistius_poutassou"              
[114] "Etmopterus_spinax"                     
[115] "Atherina_presbyter"                    
[116] "Pegusa_lascaris"                       
[117] "Phocoena_phocoena"                     
[118] "Lipophrys_pholis"                      
[119] "Dipturus_batis"                        
[120] "Scyliorhinus_stellaris"                
[121] "Nerophis_ophidion"                     
[122] "Acantholabrus_palloni"                 
[123] "Mustelus_mustelus"                     
[124] "Sparus_aurata"                         
[125] "Perca_fluviatilis"                     
[126] "Hyperoplus_immaculatus"                
[127] "Sander_lucioperca"                     
[128] "Rutilus_rutilus"                       
[129] "Perca_cernua"                          
[130] "Esox_lucius"                           
[131] "Coregonus_lavaretus"                   
[132] "Gobiusculus_flavescens"                
[133] "Crystallogobius_linearis"              
[134] "Saduria_entomon"                       
[135] "Pomatoschistus_microps"                
[136] "Caranx_rhonchus"                       
[137] "Triglopsis_quadricornis"               
[138] "Myoxocephalus_quadricornis"            
[139] "Coregonus_albula"                      
[140] "Liparis_montagui"                      
[141] "Gymnocephalus_cernuus"                 
[142] "Acanthascus_(Rhabdocalyptus)_mirabilis"
[143] "Stizostedion_lucioperca"               
[144] "Vimba_vimba"                           
[145] "Gymnocephalus_cernua"
