"longitude","latitude","five_spp_cpue_2020_std","bathymetry_2020_std","bottom_temperature_2020_std","surface_net_primary_production_2020_std","fishing_activity_hours_2020_std","ship_density_route_2020_std","bottom_salinity_2020_std","bottom_dissolved_oxygen_2020_inv_std","dumping_site_2020","military_area_2020","wind_farm_2020","bedrock_seabed_2020","hard_bottom_seabed_2020","distance_class","distance_class_interpretation"
14.47765369,53.74932413,-0.524272058330813,-1.35546720662224,1.58299535180917,4.51659627724805,-0.50909072293665,-0.393815476908672,-1.78736557385864,-0.932851483027796,0,0,0,0,1,28,"medium risk"
18.17765369,56.14932413,-0.626190029262466,0.195910855973779,-1.77573916572672,-0.372789434671288,-0.475201142380496,-0.257913167620798,-0.771524055920264,-0.408793725456047,0,0,0,0,1,16,"low risk"
20.27765369,55.34932413,-0.48873972521476,-0.12075019901679,-0.801980186755826,-0.209304814577094,-0.515357098588127,-0.340669322438554,-0.851570732172461,-0.817802794968025,0,0,0,0,1,16,"low risk"
20.17765369,55.34932413,-0.532806071550066,0.154606647354694,-1.19245946542545,-0.212684770061416,-0.486870667870771,-0.327003168431952,-0.822219433452873,-0.746802234320676,0,0,0,0,1,16,"low risk"
10.87765369,54.44932413,-0.475853636985334,-1.16847348123179,1.44302328627927,-0.169659839216841,-0.333280523242865,-0.377871630567636,0.400603525848011,-0.662555306461486,0,1,0,0,1,15,"medium risk"
20.37765369,55.34932413,-0.420046288930476,-0.259970355475048,-0.479157029499697,-0.180301764449134,-0.521591502617178,-0.379390092123925,-0.865561002928225,-0.849072981258181,0,0,0,0,1,16,"low risk"
10.47765369,56.84932413,-0.546695716606507,-1.21478729172976,0.989770317292978,0.0874906807253909,-0.520728277411953,-0.36344624578289,1.50858085662201,-0.653292041626777,0,0,0,0,1,19,"medium risk"
10.57765369,56.74932413,-0.546695716606507,-1.16850165898724,1.01912592896532,-0.0104871801611519,-0.521591502617178,-0.348261630219999,1.58759179737368,-0.615940472670232,0,0,0,0,1,19,"medium risk"
10.47765369,56.74932413,-0.546695716606507,-1.25821852485465,1.0576116934482,0.557712147872281,-0.521591502617178,-0.386982399905371,1.46802930502641,-0.656380460859067,0,0,0,0,1,19,"medium risk"
20.37765369,55.24932413,-0.442170641505427,-0.184596086291113,-0.426139665128775,-0.176345709070066,-0.265341504977566,-0.392297015352383,-0.864528821397266,-0.812329474689751,0,0,0,0,1,16,"low risk"
20.37765369,55.44932413,-0.374781023717997,-0.0140596841118464,-1.05392239765476,-0.204172460832091,-0.521591502617178,-0.305744706643905,-0.83975415014738,-0.806545675604459,0,0,0,0,1,16,"low risk"
20.47765369,55.34932413,-0.365274759089833,-0.27408786656574,-0.422183568281365,-0.14564283660995,-0.521591502617178,-0.381667784458359,-0.870037512166327,-0.858683426653798,0,0,0,0,1,16,"low risk"
10.47765369,56.64932413,-0.528995717500894,-1.26923741509501,1.14465236249387,0.967588850499337,-0.520312650476683,-0.358131630335878,1.42506737791563,-0.658861362962029,0,0,0,0,1,19,"medium risk"
16.77765369,54.94932413,-0.335096402853714,-0.905848809735312,0.854784994598459,-0.177105105125648,-0.50359165887,-0.377112399789492,-0.834395396421727,-0.8969276049661,0,0,0,0,1,24,"medium risk"
20.47765369,55.24932413,-0.394583111493421,-0.547679713009122,0.0591080691103176,-0.128298414425312,-0.521591502617178,-0.379390092123925,-0.880547080779112,-0.853852184269264,0,0,0,0,1,24,"medium risk"
12.57765369,55.24932413,-0.501554269950508,-0.699656787495807,1.29958344571463,-0.163073578854294,-0.497517111034801,-0.366483168895468,-0.201699079216071,-0.72029701955863,0,0,0,0,1,9,"high risk"
12.57765369,55.34932413,-0.501554269950508,-0.871118744828888,1.35934141889084,-0.123250696595535,-0.470405446973534,-0.251839321395642,-0.229616079293094,-0.745331637465426,0,0,0,0,1,9,"high risk"
12.27765369,55.14932413,-0.500227133003164,-1.17919352604837,1.51816406250323,-0.0618377864060699,-0.502472663594755,-0.360409322670312,-0.472347268052303,-0.809701409799473,0,0,0,0,1,9,"high risk"
10.07765369,54.74932413,-0.24151580676962,-0.700661618872043,0.90000834084837,-0.169834316584772,0.695364195824875,-0.361927784226601,0.771730275795964,-0.222097509490471,0,0,0,0,1,15,"medium risk"
20.47765369,55.44932413,-0.331571909262507,-0.124854303116799,-0.916567146162938,-0.179498029462565,-0.521591502617178,-0.345224707107421,-0.848309617287824,-0.835394201602126,0,0,0,0,1,16,"low risk"
16.47765369,54.74932413,-0.216809340547916,-0.231817553460683,-0.0393200151790314,-0.179051516830207,-0.463819358614639,1.54905608436322,-0.740746654188995,-0.705093088455288,0,1,0,0,1,26,"medium risk"
20.57765369,55.04932413,-0.39503435460509,-0.829220350058197,0.697974726023682,1.60913756988363,-0.521591502617178,-0.395333938464961,-1.02906110718397,-0.874131791079012,0,0,0,0,1,3,"medium risk"
14.47765369,54.94932413,-0.207469650965017,-0.712338705030873,0.913778337909298,-0.134449798062803,-0.503847428971991,-0.355853938001445,-0.6840340014597,-0.778986706152118,0,0,0,0,1,24,"medium risk"
10.87765369,55.24932413,-0.527755023802126,-0.884380689543917,0.837069555864808,-0.192366332453296,-0.366306885339739,-0.185786243697067,1.4616728850116,-0.370620417304985,0,0,0,0,1,19,"medium risk"
12.67765369,55.24932413,-0.45868634394935,-0.755190131771638,1.20807305196899,-0.166387301529413,-0.470277564959812,0.0457791436370191,-0.486377479861048,-0.763374381899932,0,0,0,0,1,9,"high risk"
12.87765369,55.14932413,-0.384624159520704,-0.373176170247628,1.15965315331276,-0.187856560990635,-0.468519140113462,0.320620685325344,-0.285849616452725,-0.628344953200645,0,0,0,0,1,9,"high risk"
20.57765369,55.34932413,-0.331571909262507,-0.298532384840851,-0.385712176681349,-0.101718848201345,-0.509186636844789,-0.390778553796094,-0.871172025255127,-0.865364571777139,0,0,0,0,1,16,"low risk"
11.87765369,57.24932413,-0.553634320195981,0.772102216311382,0.242880591283967,-0.372940793328657,2.2993645168828,-0.379390092123925,2.48849930474758,-0.290957265000563,0,0,0,0,1,18,"high risk"
20.77765369,56.44932413,-0.24884606987003,-0.880447544512418,0.535768095795694,-0.103505266180484,-0.518969855826676,-0.302707783531326,-0.892449299558383,-0.912905469885198,0,1,0,0,1,24,"medium risk"
12.07765369,54.54932413,-0.366408163246178,-1.11839831538376,1.32564079649499,0.039614923850934,-0.512543624269089,-0.351298553332577,-0.0598012161461938,-0.699986435683328,0,0,0,0,1,9,"high risk"
12.17765369,54.64932413,-0.311150898312107,-0.907326564783234,1.24708249407147,-0.00959672704436473,-0.460973915870305,-0.382427015236504,0.0628856075239677,-0.617670365519373,0,0,0,0,1,9,"high risk"
11.87765369,54.44932413,-0.376620226025874,-0.871836015902309,1.22340560618157,-0.0220649079279066,-0.492753385971413,-0.289041629524725,0.320173147358539,-0.529267069554437,0,0,0,0,1,9,"high risk"
12.67765369,55.14932413,-0.316800804163233,-0.540601033267292,1.25373955662069,-0.197393779307718,-0.482234828977374,-0.0498839344091934,-0.218614962540955,-0.67705676735771,0,0,0,0,1,9,"high risk"
12.47765369,55.54932413,-0.435552138514355,-1.22130214650102,1.48450097538185,0.026629281921292,-0.431816084598844,0.653922996930799,-0.32875779135478,-0.797018221415935,0,0,0,0,1,9,"high risk"
15.57765369,54.24932413,-0.398276852731669,-1.0658117194639,0.580000934585004,1.44461291402219,-0.189505581336396,-0.336113937769686,-0.778233963107263,-0.814202626879079,0,0,0,0,1,3,"medium risk"
12.67765369,55.04932413,-0.313520745702474,-0.699330640490566,1.27357997621535,-0.218740126842847,-0.381397346614574,-0.220710859491716,-0.255766592077606,-0.692843921377678,0,0,0,0,1,9,"high risk"
10.07765369,54.54932413,-0.199713765752649,-0.747403152978023,1.17903164686841,-0.04866165242555,-0.293060621232678,-0.301189321975037,0.762313521205583,-0.107345907775933,0,1,0,0,1,15,"medium risk"
11.77765369,54.44932413,-0.384969855420723,-0.808075047410888,1.16724920313133,-0.0387649151936048,-0.503975314182844,-0.0392547035151698,0.420937543744913,-0.483271645285783,0,1,0,0,1,15,"medium risk"
10.97765369,56.74932413,-0.245274194133118,-1.11910787612609,1.25913494962165,-0.299498345340175,-0.521591502617178,0.147516067908388,1.68524969552288,-0.522982333436945,0,0,0,0,1,19,"medium risk"
10.07765369,54.64932413,-0.161703108451864,-0.942569471848231,1.19808140406863,-0.0997875019346627,0.492825993137501,-0.350539322554433,0.671962888024672,-0.40206846222891,0,1,0,0,1,15,"medium risk"
10.97765369,54.94932413,-0.432271535254003,-0.875207253031914,0.895199587862882,-0.137366920023733,-0.2582119204582,6.93048383985174,1.01156478964572,-0.508159160839683,0,0,0,0,1,1,"medium risk"
11.07765369,55.04932413,-0.432271535254003,-0.873127566454332,0.92794184994449,-0.157804135748773,-0.426508848348472,-0.392297015352383,1.08089388256114,-0.455713935214041,0,0,0,0,1,19,"medium risk"
12.77765369,54.94932413,-0.234306530295731,-0.421509642395628,1.13740805452152,-0.222914906658409,0.0809716396162768,-0.351298553332577,-0.245693428161806,-0.667780905920721,0,0,0,0,1,9,"high risk"
20.97765369,55.74932413,-0.293029363091482,-0.649341024270715,0.261274752537072,1.05656235638167,-0.410363337281236,-0.325484706875663,-0.900659677518787,-0.878479301988771,0,0,0,0,1,24,"medium risk"
12.97765369,55.14932413,-0.348166792673642,-0.353727631098248,1.04157202309726,-0.188150490133278,-0.486103356605657,0.288732992643273,-0.331282121552476,-0.616334021980223,0,0,0,0,1,9,"high risk"
11.57765369,57.34932413,-0.501351445173855,0.615320729379672,0.0371758449939994,-0.406996368753358,2.15638875523599,1.65307070096902,2.54262815836496,-0.32341805350705,0,0,0,0,1,18,"high risk"
12.17765369,54.74932413,-0.310863742670205,-1.00717440617172,1.31801387088613,0.0474159116943251,-0.514078246799317,-0.381667784458359,-0.179444779471802,-0.711058242514721,0,0,0,0,1,9,"high risk"
20.87765369,55.34932413,-0.319800614629756,-0.597841199518431,0.218495679144219,0.189533086516201,-0.521591502617178,-0.396093169243105,-0.886784777974322,-0.881123315370029,0,0,0,0,1,24,"medium risk"
12.27765369,54.84932413,-0.352655828245563,-0.814473886232059,1.26522474520028,-0.0101298353237067,-0.515996524642389,-0.396093169243105,-0.0823580459687683,-0.635930183557841,0,0,0,0,1,9,"high risk"
10.37765369,56.14932413,-0.323109968917668,-1.06538057176795,1.1974699423394,-0.15134005241291,-0.505573879318498,-0.396093169243105,1.41051608587168,-0.458093943755715,0,0,0,0,1,19,"medium risk"
10.27765369,56.14932413,-0.323109968917668,-1.06581168441694,1.25093349215037,0.116953869745578,-0.512607566874515,-0.393056246130527,1.37768018955493,-0.453713285601885,0,0,0,0,1,19,"medium risk"
12.57765369,55.04932413,-0.200494946693101,-0.798292354554688,1.33461959739236,-0.182692147258931,-0.490163712369931,-0.347502399441855,-0.350602183079072,-0.739571690699403,0,0,0,0,1,9,"high risk"
12.87765369,54.94932413,-0.0619232737802013,-0.371806219647171,1.05795314336433,-0.219217382767133,0.137464931510293,-0.351298553332577,-0.316684665846909,-0.678662787452486,0,0,0,0,1,24,"medium risk"
11.27765369,54.04932413,-0.324676689195313,-1.12443010739794,1.52690433278543,0.117817897104463,-0.40563158767683,-0.270060860071111,0.323607091403713,-0.179953894364234,0,0,0,0,1,9,"high risk"
11.17765369,54.24932413,-0.0866328134939472,-1.0674625363979,1.34230222050527,-0.0106346499758165,0.772574891876967,-0.383945476792793,0.375819457447281,-0.461483305425372,0,1,0,0,1,15,"medium risk"
12.57765369,54.94932413,-0.269508622345493,-0.902636195144469,1.27610513153482,-0.156427546673178,-0.33219349895062,-0.236654705832751,-0.333005101174861,-0.729590348298027,0,0,0,0,1,9,"high risk"
14.37765369,54.84932413,-0.0644922094443542,-0.89904808742939,1.07748783209438,-0.0278107189542619,-0.232730788998743,-0.368001630451757,-0.728734793551496,-0.828432918305233,0,0,0,0,1,24,"medium risk"
20.67765369,55.24932413,-0.340518762361765,-0.733333130517472,0.566540906242265,0.00663784392920269,-0.521591502617178,-0.389260092239805,-0.890556096176636,-0.877417495962435,0,0,0,0,1,24,"medium risk"
20.87765369,55.44932413,-0.315267208728746,-0.743155601672721,-0.0764547519441237,0.0870617750580305,-0.521591502617178,-0.395333938464961,-0.87438363751742,-0.872142384900872,0,1,0,0,1,24,"medium risk"
18.07765369,55.04932413,-0.198782770063834,-0.0368866450175319,-0.866642385704362,0.0107739496633852,-0.397574816196003,-0.131880858448804,-0.742010109340852,-0.63086455351335,0,0,0,0,1,16,"low risk"
17.97765369,54.94932413,-0.198782770063834,-0.71870463475706,-0.07395127021863,0.183899500753705,-0.378583865581563,-0.143269320120972,-0.835304719374899,-0.848831799447104,0,0,0,0,1,24,"medium risk"
11.07765369,54.94932413,-0.316752861799079,-1.16847660041118,1.13393664704087,-0.0917686776582308,-0.521591502617178,-0.393815476908672,0.703852998419366,-0.577067815715164,0,0,0,0,1,19,"medium risk"
17.47765369,55.54932413,-0.368494550380559,-0.786760678230883,0.285185025077095,-0.148735844496012,-0.0933038995014299,-0.117455473664058,-0.849238784291701,-0.883732688162927,0,0,1,0,1,24,"medium risk"
10.07765369,55.64932413,-0.587839221864534,-0.902415749769124,1.08583882525588,-0.0185636327995437,-0.518937884555935,-0.258672398398943,1.35004396572115,-0.357664093461664,0,0,0,0,1,19,"medium risk"
10.77765369,56.94932413,-0.362365493287686,-1.16803269562197,1.16444313866101,-0.248580472363703,-0.521591502617178,-0.345983937885566,1.52801348159747,-0.617420488260759,0,0,0,0,1,19,"medium risk"
20.97765369,55.84932413,-0.293503374714429,-1.03424303049351,0.706659298801832,1.31482585085746,-0.501193811166519,-0.320929322206796,-0.941130082250568,-0.901307410643287,0,0,0,0,1,3,"medium risk"
20.87765369,56.44932413,-0.283026945362585,-1.16848332942741,0.744964651804207,0.537376960681806,-0.519545339275512,-0.352057784110722,-0.938493277137054,-0.944632242203177,0,1,0,0,1,24,"medium risk"
11.67765369,56.94932413,-0.58989969452697,-0.174299114350999,0.683380769147413,-0.438245883890258,1.29562540426299,-0.0248293187304235,2.4128330161367,-0.256198737930366,0,0,0,0,1,18,"high risk"
12.27765369,54.44932413,-0.330934354969385,-0.879807376749929,1.22291462057522,0.0831843845364936,-0.425677594477932,-0.375593938233203,0.186668849776414,-0.610341701107658,0,0,0,0,1,9,"high risk"
20.37765369,55.94932413,-0.0731933270896091,-0.385107241722058,-0.828399995097869,-0.160876688934627,-0.0790447304626982,-0.367242399673613,-0.865405829787309,-0.842289585582013,0,0,1,0,1,16,"low risk"
14.97765369,55.44932413,1.08990687852399,0.968787049843428,0.293928564560619,-0.281159267426767,-0.346612562868481,3.42587456793653,0.108905719121964,0.399305458922909,1,0,0,0,1,27,"high risk"
11.07765369,55.24932413,-0.24051924496379,-0.508904457941633,0.681652996247339,-0.160346734598581,0.498037315479733,4.33011842470668,1.49718311180734,-0.31536546550151,0,0,0,0,1,27,"high risk"
10.47765369,57.04932413,-0.423350303154456,-1.25799006073497,1.04411049738508,0.371175356232298,-0.516412151577659,-0.354335476445156,1.44347845797368,-0.665215768511439,0,0,0,0,1,19,"medium risk"
9.677653694,55.44932413,-0.517020415979167,-1.41489026924203,1.43718412946886,0.620582731038759,-0.497101485378383,0.854359922360958,0.589654976503246,-0.593501272871205,0,0,0,0,1,9,"high risk"
10.87765369,56.94932413,-0.284913545235023,-1.12299626619029,1.21067085620677,-0.280938736362562,-0.521591502617178,0.274307607858527,1.45503530932618,-0.624480242071075,0,0,0,0,1,19,"medium risk"
20.87765369,56.34932413,-0.294775250480449,-1.16832018583087,0.746513284579844,0.707884616353742,-0.521591502617178,-0.375593938233203,-0.950103298909674,-0.938525190930545,0,1,0,0,1,24,"medium risk"
18.07765369,54.94932413,-0.0519112963603386,-0.597399888204227,-0.157686050235901,0.204267268484629,-0.256261667795572,-0.125047781445503,-0.83369636475668,-0.842675474188847,0,0,0,0,1,24,"medium risk"
10.77765369,55.44932413,-0.447074660178393,-0.748971188993654,0.752225911190831,-0.210153072219503,-0.455442874106681,-0.389260092239805,1.51132133393669,-0.350057884662248,0,0,0,0,1,19,"medium risk"
10.57765369,54.84932413,-0.194675171301059,-1.3123752736265,1.4944478231159,-0.0926774113978076,-0.256677285139451,1.17399607995981,0.270564032402659,-0.709317157616039,0,0,0,0,1,26,"medium risk"
11.07765369,55.44932413,-0.346283826511695,-0.963499516070202,0.926683207434502,-0.130484495199509,-0.435908414543249,-0.391537784574238,1.13749280826434,-0.440682728027357,0,0,0,0,1,19,"medium risk"
11.17765369,55.04932413,-0.363564227138582,-1.11911320326393,1.34290520652737,-0.127947806165779,-0.515804697145823,-0.390778553796094,0.601065621848006,-0.593345625810311,0,0,0,0,1,19,"medium risk"
20.97765369,55.94932413,-0.297825655354426,-1.21384438482629,0.830799954213326,1.14811183779529,-0.499115676170455,-0.357372399557734,-0.957394526748392,-0.923750270212744,0,0,0,0,1,3,"medium risk"
11.27765369,56.44932413,-0.118471847378969,-0.871835069634402,1.13167363323503,-0.405763666857811,-0.494735609617041,0.0761483747628008,2.08282999423679,-0.313437914745147,0,0,0,0,1,19,"medium risk"
14.47765369,54.74932413,-0.100767638925561,-0.870075221609348,0.858425916221867,-0.0261420686053555,0.167422010181148,-0.385463938349082,-0.76258587305367,-0.835630089841273,0,0,0,0,1,24,"medium risk"
20.97765369,56.04932413,-0.302031929658518,-1.0664823430342,0.750226855121577,1.11500382329558,-0.521591502617178,-0.396093169243105,-0.950715795842456,-0.911534412899089,0,0,0,0,1,3,"medium risk"
11.87765369,56.44932413,-0.410427029783022,-0.379689717767289,0.759668792873269,-0.44621528618146,3.66987825437057,-0.050643165187338,2.34794853526635,-0.0660346683948223,0,0,1,0,1,29,"high risk"
20.87765369,56.14932413,-0.305724365433591,-0.946178993255574,0.651654381107056,0.773164352885745,-0.494607724406189,-0.386982399905371,-0.929688083558645,-0.889432784618771,0,0,0,0,1,24,"medium risk"
20.67765369,56.24932413,-0.315734574824587,-0.498570546506191,-0.0689305640139268,-0.0777454496260328,-0.518202544849304,-0.280690090965135,-0.884820899923781,-0.863901015296751,0,1,0,0,1,24,"medium risk"
10.87765369,54.84932413,-0.261072822101865,-0.871927383325763,0.976645079382188,-0.127164342154564,1.28040703220026,4.51537073457395,0.842236352368869,-0.566270023698909,0,0,0,0,1,27,"high risk"
20.67765369,55.94932413,-0.274364595861929,-0.593204031164209,-0.123549534330098,0.0244774352112129,-0.195068588008472,-0.207044705485114,-0.886376008236412,-0.859875920513346,0,0,0,0,1,24,"medium risk"
20.87765369,56.04932413,-0.300377954072528,-0.742374404945146,0.454769455664855,0.383005920016429,-0.51992899494004,-0.377112399789492,-0.905096625131264,-0.851473779642418,0,0,0,0,1,24,"medium risk"
20.77765369,56.24932413,-0.312250858968929,-0.71401748943857,0.463151021912821,0.0776409464347892,-0.511040972721861,-0.360409322670312,-0.899715308125523,-0.880219699770752,0,1,0,0,1,24,"medium risk"
11.37765369,56.74932413,-0.238698452770451,-1.2140543862077,1.30483777873251,-0.422528865825217,-0.521591502617178,-0.394574707686816,0.845990912529637,-0.710285720217323,0,0,0,0,1,19,"medium risk"
20.77765369,56.14932413,-0.305352848088727,-0.745989008161618,0.316141395123968,0.162525472007517,-0.521591502617178,-0.372557015120625,-0.897205219101246,-0.8583684336865,0,0,0,0,1,24,"medium risk"
17.37765369,55.54932413,0.448887711388817,-0.787768839068273,0.488217744151054,-0.145843923460636,-0.402082769878547,-0.231340090385739,-0.850729908504577,-0.905603456249845,0,0,1,0,1,24,"medium risk"
10.97765369,54.84932413,-0.212889898089742,-1.170821837801,1.25337752284436,0.0152377592921982,-0.482490599399079,5.38317151399316,0.409974243252562,-0.661215564105889,0,0,0,0,1,1,"medium risk"
20.77765369,56.04932413,-0.29417220872756,-0.501131568025742,0.0600970630517874,0.0559458585094575,-0.413432579144561,-0.364205476561035,-0.889388471727259,-0.837869643107586,0,0,0,0,1,24,"medium risk"
11.57765369,56.54932413,-0.317322557705202,-0.474513402274592,0.936317059412103,-0.44452749782712,2.30981900498477,-0.320929322206796,2.35494517570607,-0.0611989189733689,0,0,0,0,1,18,"high risk"
11.57765369,56.24932413,-0.285962752156208,-0.700027934797064,1.01763662613965,-0.404057567259874,-0.0841921101995043,-0.343706245551132,2.11860759084254,-0.257848945461996,0,0,0,0,1,19,"medium risk"
11.47765369,56.64932413,-0.249176490822979,-1.11692115613415,1.32870658084832,-0.413949374541619,0.754862758202617,-0.396093169243105,1.33581695759056,-0.568377275222204,0,0,0,0,1,19,"medium risk"
20.67765369,56.34932413,-0.337812912392434,-0.594355428925134,0.159237591066847,-0.148891061375276,-0.518170572907165,-0.279171629408846,-0.884439018937814,-0.884377962993856,0,1,0,0,1,24,"medium risk"
18.17765369,54.84932413,-0.206760984906196,-1.16845403016926,0.391473298543896,0.47251333031913,-0.521591502617178,-0.213877782488415,-0.845882331960146,-0.892216949400011,0,0,0,0,1,24,"medium risk"
13.17765369,54.94932413,0.188731926129612,0.015933013183103,0.923799650784636,-0.195467791682557,-0.422032869165771,-0.282967783299568,-0.0503515778516498,-0.416516605823944,0,0,0,0,1,8,"medium risk"
11.47765369,54.54932413,0.20778408184688,-1.00595414113535,1.22026414587164,0.0189304757165087,-0.452117861821651,-0.166805474243453,0.312452559524073,-0.619648968118598,0,0,0,0,1,9,"high risk"
20.57765369,55.94932413,-0.284282374348449,-0.472450573284537,-0.403804966004934,-0.0336268047365672,-0.1135097947874,-0.311818552869061,-0.880169677035943,-0.858408743892115,0,0,1,0,1,16,"low risk"
11.87765369,56.74932413,-0.505831738254199,-0.173196011300285,0.563169088320487,-0.448465119479356,4.40048646396992,4.95040997045077,2.4297058976946,-0.17136938615899,0,0,0,0,1,29,"high risk"
11.47765369,55.04932413,-0.541822479110527,-1.07618078299973,1.60708270608761,-0.00652187729785788,-0.521591502617178,-0.25487624450822,0.395116626856748,-0.596371604787736,0,0,0,0,1,9,"high risk"
11.57765369,54.94932413,-0.537868488134788,-1.27113989022651,1.54853252117856,0.277448306629301,-0.521591502617178,-0.396093169243105,-0.00987755591241098,-0.782850827484922,0,0,0,0,1,9,"high risk"
14.47765369,54.84932413,0.225497932225154,-0.944177110928114,1.13950760826112,-0.0676868507993373,-0.481723288133965,-0.374075476676914,-0.766132494375918,-0.857804060761912,0,0,1,0,1,24,"medium risk"
14.37765369,54.74932413,0.225497932225154,-1.11633043963154,1.14586983728347,0.0254083996579005,-0.421617239033371,-0.393056246130527,-0.776198069744603,-0.868199535822327,0,0,0,0,1,24,"medium risk"
11.67765369,54.94932413,-0.54147313922078,-1.34696080487188,1.54854765636988,0.393753119589009,-0.521591502617178,-0.396093169243105,-0.0759892313269953,-0.798395456361227,0,0,0,0,1,9,"high risk"
11.67765369,55.04932413,-0.543802635463958,-1.30920680068116,1.58451855746339,0.35153033144895,-0.520728277411953,-0.396093169243105,-0.0679576395366129,-0.779713694903835,0,0,0,0,1,9,"high risk"
11.27765369,54.24932413,0.144687705853234,-0.808229043750995,1.05223627889977,-0.0156255662054677,0.105077969890638,-0.304226245087616,0.553174048055747,-0.29541101486436,0,1,0,0,1,15,"medium risk"
11.17765369,56.44932413,-0.110405143719751,-0.891122532957855,1.13685955518816,-0.395596456022683,-0.521591502617178,-0.111381627438901,2.05005227678125,-0.32451010566922,0,0,0,0,1,19,"medium risk"
11.17765369,54.34932413,0.563401758976016,-1.06580467502503,1.50114786960846,0.00100915749609748,0.595549788754633,-0.20476701315068,0.269261837717782,-0.567951390980062,0,1,0,0,1,15,"medium risk"
10.87765369,55.84932413,-0.0618869366752944,-0.601196104764902,0.786946040073848,-0.289685845952943,-0.506852731746734,5.09466381829824,1.85128002374791,-0.30823568472176,0,0,0,0,1,1,"medium risk"
11.07765369,56.34932413,-0.240375176309244,-0.828452681456994,1.05893814161529,-0.359533074171993,-0.113733593906392,0.553704534215719,2.02074859619481,-0.300569060646461,0,0,0,0,1,19,"medium risk"
20.47765369,55.94932413,-0.209647399963163,-0.332872622416597,-0.609458615889012,-0.0894076602039709,0.0962219829817196,-0.343706245551132,-0.873399580022746,-0.856033319705713,0,0,1,0,1,16,"low risk"
11.07765369,56.64932413,-0.121014555568393,-1.02139211651966,1.33729913166326,-0.37587729826149,-0.475488884104914,-0.358131630335878,1.87782147318461,-0.399114950613502,0,0,0,0,1,19,"medium risk"
10.97765369,54.54932413,0.553295623739761,-1.16908165112024,1.19332168910301,-0.158637909748669,-0.0704763893642895,1.89146916530641,0.566762226995062,-0.634748124389973,0,1,0,0,1,26,"medium risk"
11.37765369,57.24932413,-0.520423789313764,1.09752858597041,0.27530810192693,-0.388344284933493,3.76857366584586,-0.335354706991542,2.50919175501987,-0.303620172815508,0,0,0,0,1,29,"high risk"
11.87765369,56.24932413,-0.368162479609975,-0.619878517379299,0.988139954484225,-0.425301947502056,-0.387631737855104,-0.336873168547831,2.16275497548842,-0.28729583040634,0,0,0,0,1,19,"medium risk"
18.27765369,54.84932413,-0.531942096490386,-1.11910212842473,0.375595816903113,0.535018944066798,-0.497740910793219,-0.120492396776636,-0.8462199337737,-0.893039729203734,0,0,0,0,1,24,"medium risk"
20.57765369,56.04932413,-0.255492640319362,-0.473932498920642,-0.287857473979883,-0.0974377835588105,-0.497676968187793,-0.284486244855857,-0.88250927670171,-0.862088219216268,0,0,0,0,1,16,"low risk"
